DATES,Abiemnhom,Abyei Region,Akobo,Aweil Centre,Aweil East,Aweil North,Aweil South,Aweil West,Awerial,Ayod,Baliet,Bor South,Budi,Canal-Pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta East,Kapoeta North,Kapoeta South,Koch,Lafon,Lainya,Leer,Longochuk,Maban,Magwi,Maiwut,Malakal,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri East,Mundri West,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Rubkona,Rumbek Centre,Rumbek East,Rumbek North,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic East,Uror,Wau,Wulu,Yambio,Yei,Yirol East,Yirol West
2007-01-01,2.85,2.91,2.99,2.98,2.9,2.91,3.97,2.94,2.55,2.6,2.42,3.55,3.12,2.12,1.98,1.98,1.89,2.6,2.42,3.25,3.25,3.32,1.64,2.95,3.88,11.53,3.88,3.12,3.12,3.12,3.32,2.95,3.88,2.6,2.64,2.64,2.95,2.64,2.12,1.64,2.6,2.85,2.41,3.88,2.55,3.88,1.98,11.53,2.99,1.89,1.98,2.12,2.76,3.46,3.46,2.91,2.38,3.32,1.98,1.98,1.98,1.89,2.55,11.53,11.53,11.53,2.95,2.91,3.55,2.99,11.53,1.98,1.64,3.88,3.55,1.98
2007-02-01,3.04,3.1,3.17,3.23,3.09,3.07,4.22,3.15,2.73,2.78,2.6,3.84,3.33,2.34,2.17,2.17,2.07,2.78,2.6,3.51,3.51,3.63,1.77,3.2,4.23,12.48,4.23,3.33,3.33,3.33,3.63,3.2,4.23,2.78,2.84,2.84,3.2,2.84,2.34,1.77,2.78,3.04,2.6,4.23,2.73,4.23,2.17,12.48,3.17,2.07,2.17,2.34,2.99,3.65,3.65,3.07,2.56,3.63,2.17,2.17,2.17,2.07,2.73,12.48,12.48,12.48,3.2,3.1,3.84,3.17,12.48,2.17,1.77,4.23,3.84,2.17
2007-03-01,3.0,3.08,3.14,3.24,3.07,3.03,4.19,3.11,2.71,2.75,2.56,3.85,3.3,2.33,2.16,2.16,2.06,2.75,2.56,3.48,3.48,3.62,1.75,3.18,4.22,12.54,4.22,3.3,3.3,3.3,3.62,3.18,4.22,2.75,2.81,2.81,3.18,2.81,2.33,1.75,2.75,3.0,2.57,4.22,2.71,4.22,2.16,12.54,3.14,2.06,2.16,2.33,2.99,3.63,3.63,3.03,2.54,3.62,2.16,2.16,2.16,2.06,2.71,12.54,12.54,12.54,3.18,3.08,3.85,3.14,12.54,2.16,1.75,4.22,3.85,2.16
2007-04-01,2.99,3.08,3.13,3.25,3.06,3.02,4.18,3.11,2.7,2.74,2.56,3.85,3.29,2.34,2.17,2.17,2.05,2.74,2.56,3.47,3.47,3.65,1.74,3.16,4.21,12.56,4.21,3.29,3.29,3.29,3.65,3.16,4.21,2.74,2.8,2.8,3.16,2.8,2.34,1.74,2.74,2.99,2.57,4.21,2.7,4.21,2.17,12.56,3.13,2.05,2.17,2.34,2.99,3.61,3.61,3.02,2.53,3.65,2.17,2.17,2.17,2.05,2.7,12.56,12.56,12.56,3.16,3.08,3.85,3.13,12.56,2.17,1.74,4.21,3.85,2.17
2007-05-01,2.98,3.08,3.13,3.25,3.05,3.02,4.18,3.1,2.7,2.73,2.55,3.85,3.28,2.34,2.16,2.16,2.05,2.73,2.55,3.47,3.47,3.63,1.74,3.15,4.2,12.55,4.2,3.28,3.28,3.28,3.63,3.15,4.2,2.73,2.79,2.79,3.15,2.79,2.34,1.74,2.73,2.98,2.56,4.2,2.7,4.2,2.16,12.55,3.13,2.05,2.16,2.34,2.96,3.61,3.61,3.02,2.52,3.63,2.16,2.16,2.16,2.05,2.7,12.55,12.55,12.55,3.15,3.08,3.85,3.13,12.55,2.16,1.74,4.2,3.85,2.16
2007-06-01,2.98,3.08,3.12,3.25,3.05,3.01,4.17,3.09,2.69,2.72,2.54,3.85,3.28,2.34,2.17,2.17,2.05,2.72,2.54,3.46,3.46,3.63,1.73,3.14,4.19,12.55,4.19,3.28,3.28,3.28,3.63,3.14,4.19,2.72,2.78,2.78,3.14,2.78,2.34,1.73,2.72,2.98,2.55,4.19,2.69,4.19,2.17,12.55,3.12,2.05,2.17,2.34,2.93,3.6,3.6,3.01,2.52,3.63,2.17,2.17,2.17,2.05,2.69,12.55,12.55,12.55,3.14,3.08,3.85,3.12,12.55,2.17,1.73,4.19,3.85,2.17
2007-07-01,2.97,3.08,3.11,3.25,3.04,3.01,4.16,3.08,2.68,2.71,2.54,3.85,3.27,2.34,2.16,2.16,2.05,2.71,2.54,3.46,3.46,3.61,1.73,3.13,4.18,12.55,4.18,3.27,3.27,3.27,3.61,3.13,4.18,2.71,2.77,2.77,3.13,2.77,2.34,1.73,2.71,2.97,2.54,4.18,2.68,4.18,2.16,12.55,3.11,2.05,2.16,2.34,2.93,3.59,3.59,3.01,2.51,3.61,2.16,2.16,2.16,2.05,2.68,12.55,12.55,12.55,3.13,3.08,3.85,3.11,12.55,2.16,1.73,4.18,3.85,2.16
2007-08-01,2.97,3.08,3.11,3.25,3.04,3.01,4.16,3.08,2.68,2.71,2.53,3.85,3.26,2.34,2.17,2.17,2.05,2.71,2.53,3.46,3.46,3.6,1.72,3.12,4.18,12.55,4.18,3.26,3.26,3.26,3.6,3.12,4.18,2.71,2.76,2.76,3.12,2.76,2.34,1.72,2.71,2.97,2.54,4.18,2.68,4.18,2.17,12.55,3.11,2.05,2.17,2.34,2.93,3.59,3.59,3.01,2.5,3.6,2.17,2.17,2.17,2.05,2.68,12.55,12.55,12.55,3.12,3.08,3.85,3.11,12.55,2.17,1.72,4.18,3.85,2.17
2007-09-01,3.3,3.4,3.46,3.5,3.36,3.43,4.66,3.41,2.75,2.99,2.78,3.92,3.45,2.45,2.15,2.15,2.06,2.99,2.78,3.82,3.82,3.9,1.71,3.25,4.28,13.36,4.28,3.45,3.45,3.45,3.9,3.25,4.28,2.99,3.17,3.17,3.25,3.17,2.45,1.71,2.99,3.3,2.8,4.28,2.75,4.28,2.15,13.36,3.46,2.06,2.15,2.45,3.15,3.76,3.76,3.43,2.8,3.9,2.15,2.15,2.15,2.06,2.75,13.36,13.36,13.36,3.25,3.4,3.92,3.46,13.36,2.15,1.71,4.28,3.92,2.15
2007-10-01,3.78,3.88,3.85,3.84,3.75,3.73,5.21,3.71,2.77,3.21,3.08,4.01,3.49,2.65,2.16,2.16,2.06,3.21,3.08,4.4,4.4,4.47,1.71,3.28,4.34,13.84,4.34,3.49,3.49,3.49,4.47,3.28,4.34,3.21,3.65,3.65,3.28,3.65,2.65,1.71,3.21,3.78,3.1,4.34,2.77,4.34,2.16,13.84,3.85,2.06,2.16,2.65,3.54,3.9,3.9,3.73,3.17,4.47,2.16,2.16,2.16,2.06,2.77,13.84,13.84,13.84,3.28,3.88,4.01,3.85,13.84,2.16,1.71,4.34,4.01,2.16
2007-11-01,3.65,3.71,3.72,3.87,3.67,3.52,5.05,3.61,2.76,3.15,2.94,4.01,3.47,2.63,2.16,2.16,2.06,3.15,2.94,4.32,4.32,4.43,1.7,3.28,4.33,13.9,4.33,3.47,3.47,3.47,4.43,3.28,4.33,3.15,3.51,3.51,3.28,3.51,2.63,1.7,3.15,3.65,2.97,4.33,2.76,4.33,2.16,13.9,3.72,2.06,2.16,2.63,3.59,3.85,3.85,3.52,3.04,4.43,2.16,2.16,2.16,2.06,2.76,13.9,13.9,13.9,3.28,3.71,4.01,3.72,13.9,2.16,1.7,4.33,4.01,2.16
2007-12-01,3.64,3.71,3.74,3.88,3.67,3.5,5.05,3.6,2.76,3.14,2.97,4.01,3.47,2.63,2.16,2.16,2.06,3.14,2.97,4.29,4.29,4.54,1.7,3.27,4.33,13.91,4.33,3.47,3.47,3.47,4.54,3.27,4.33,3.14,3.52,3.52,3.27,3.52,2.63,1.7,3.14,3.64,3.0,4.33,2.76,4.33,2.16,13.91,3.74,2.06,2.16,2.63,3.65,3.85,3.85,3.5,3.07,4.54,2.16,2.16,2.16,2.06,2.76,13.91,13.91,13.91,3.27,3.71,4.01,3.74,13.91,2.16,1.7,4.33,4.01,2.16
2008-01-01,3.62,3.71,3.72,3.88,3.66,3.49,5.04,3.59,2.75,3.12,2.95,4.01,3.46,2.63,2.16,2.16,2.06,3.12,2.95,4.27,4.27,4.52,1.7,3.26,4.32,13.91,4.32,3.46,3.46,3.46,4.52,3.26,4.32,3.12,3.49,3.49,3.26,3.49,2.63,1.7,3.12,3.62,2.97,4.32,2.75,4.32,2.16,13.91,3.72,2.06,2.16,2.63,3.59,3.84,3.84,3.49,3.05,4.52,2.16,2.16,2.16,2.06,2.75,13.91,13.91,13.91,3.26,3.71,4.01,3.72,13.91,2.16,1.7,4.32,4.01,2.16
2008-02-01,4.0,4.2,4.09,4.19,4.06,3.99,5.42,3.99,3.0,3.44,3.35,4.22,3.74,2.84,2.18,2.18,2.08,3.44,3.35,4.72,4.72,4.98,1.7,3.43,4.59,14.97,4.59,3.74,3.74,3.74,4.98,3.43,4.59,3.44,3.99,3.99,3.43,3.99,2.84,1.7,3.44,4.0,3.41,4.59,3.0,4.59,2.18,14.97,4.09,2.08,2.18,2.84,3.83,4.17,4.17,3.99,3.52,4.98,2.18,2.18,2.18,2.08,3.0,14.97,14.97,14.97,3.43,4.2,4.22,4.09,14.97,2.18,1.7,4.59,4.22,2.18
2008-03-01,4.1,4.3,4.23,4.32,4.16,4.01,5.33,4.07,3.1,3.57,3.42,4.41,3.85,2.97,2.26,2.26,2.1,3.57,3.42,4.9,4.9,5.1,1.72,3.5,4.71,15.11,4.71,3.85,3.85,3.85,5.1,3.5,4.71,3.57,4.1,4.1,3.5,4.1,2.97,1.72,3.57,4.1,3.47,4.71,3.1,4.71,2.26,15.11,4.23,2.1,2.26,2.97,4.01,4.34,4.34,4.01,3.59,5.1,2.26,2.26,2.26,2.1,3.1,15.11,15.11,15.11,3.5,4.3,4.41,4.23,15.11,2.26,1.72,4.71,4.41,2.26
2008-04-01,4.2,4.4,4.28,4.44,4.27,4.09,5.52,4.17,3.14,3.63,3.48,4.49,3.87,3.03,2.3,2.3,2.1,3.63,3.48,5.01,5.01,5.28,1.72,3.49,4.77,15.51,4.77,3.87,3.87,3.87,5.28,3.49,4.77,3.63,4.15,4.15,3.49,4.15,3.03,1.72,3.63,4.2,3.53,4.77,3.14,4.77,2.3,15.51,4.28,2.1,2.3,3.03,4.23,4.38,4.38,4.09,3.65,5.28,2.3,2.3,2.3,2.1,3.14,15.51,15.51,15.51,3.49,4.4,4.49,4.28,15.51,2.3,1.72,4.77,4.49,2.3
2008-05-01,4.15,4.35,4.25,4.45,4.23,4.0,5.47,4.12,3.13,3.59,3.43,4.51,3.87,3.02,2.3,2.3,2.1,3.59,3.43,4.98,4.98,5.28,1.72,3.49,4.78,15.55,4.78,3.87,3.87,3.87,5.28,3.49,4.78,3.59,4.11,4.11,3.49,4.11,3.02,1.72,3.59,4.15,3.49,4.78,3.13,4.78,2.3,15.55,4.25,2.1,2.3,3.02,4.24,4.35,4.35,4.0,3.62,5.28,2.3,2.3,2.3,2.1,3.13,15.55,15.55,15.55,3.49,4.35,4.51,4.25,15.55,2.3,1.72,4.78,4.51,2.3
2008-06-01,4.35,4.56,4.42,4.59,4.4,4.23,5.69,4.31,3.2,3.77,3.65,4.57,4.0,3.15,2.38,2.38,2.16,3.77,3.65,5.15,5.15,5.47,1.78,3.56,4.86,15.55,4.86,4.0,4.0,4.0,5.47,3.56,4.86,3.77,4.32,4.32,3.56,4.32,3.15,1.78,3.77,4.35,3.71,4.86,3.2,4.86,2.38,15.55,4.42,2.16,2.38,3.15,4.28,4.48,4.48,4.23,3.84,5.47,2.38,2.38,2.38,2.16,3.2,15.55,15.55,15.55,3.56,4.56,4.57,4.42,15.55,2.38,1.78,4.86,4.57,2.38
2008-07-01,4.29,4.51,4.36,4.62,4.38,4.16,5.63,4.28,3.18,3.72,3.55,4.59,3.96,3.14,2.37,2.37,2.15,3.72,3.55,5.13,5.13,5.43,1.77,3.55,4.86,15.54,4.86,3.96,3.96,3.96,5.43,3.55,4.86,3.72,4.25,4.25,3.55,4.25,3.14,1.77,3.72,4.29,3.61,4.86,3.18,4.86,2.37,15.54,4.36,2.15,2.37,3.14,4.22,4.43,4.43,4.16,3.76,5.43,2.37,2.37,2.37,2.15,3.18,15.54,15.54,15.54,3.55,4.51,4.59,4.36,15.54,2.37,1.77,4.86,4.59,2.37
2008-08-01,4.56,4.81,4.52,4.82,4.64,4.57,5.96,4.6,3.22,3.88,3.85,4.59,3.99,3.35,2.41,2.41,2.16,3.88,3.85,5.35,5.35,5.65,1.78,3.57,4.86,15.6,4.86,3.99,3.99,3.99,5.65,3.57,4.86,3.88,4.3,4.3,3.57,4.3,3.35,1.78,3.88,4.56,3.9,4.86,3.22,4.86,2.41,15.6,4.52,2.16,2.41,3.35,4.49,4.48,4.48,4.57,3.95,5.65,2.41,2.41,2.41,2.16,3.22,15.6,15.6,15.6,3.57,4.81,4.59,4.52,15.6,2.41,1.78,4.86,4.59,2.41
2008-09-01,5.4,5.63,5.69,5.4,5.46,5.53,6.82,5.4,3.94,4.84,4.98,5.09,5.08,4.11,2.85,2.85,2.56,4.84,4.98,6.15,6.15,6.43,2.21,4.25,5.2,15.55,5.2,5.08,5.08,5.08,6.43,4.25,5.2,4.84,5.31,5.31,4.25,5.31,4.11,2.21,4.84,5.4,4.99,5.2,3.94,5.2,2.85,15.55,5.69,2.56,2.85,4.11,5.25,5.75,5.75,5.53,4.92,6.43,2.85,2.85,2.85,2.56,3.94,15.55,15.55,15.55,4.25,5.63,5.09,5.69,15.55,2.85,2.21,5.2,5.09,2.85
2008-10-01,5.4,5.58,5.6,5.57,5.54,5.5,6.76,5.51,3.99,5.09,4.81,5.23,4.86,4.31,2.98,2.98,2.6,5.09,4.81,6.18,6.18,6.36,2.23,4.27,5.26,15.39,5.26,4.86,4.86,4.86,6.36,4.27,5.26,5.09,5.15,5.15,4.27,5.15,4.31,2.23,5.09,5.4,4.82,5.26,3.99,5.26,2.98,15.39,5.6,2.6,2.98,4.31,5.38,5.52,5.52,5.5,4.76,6.36,2.98,2.98,2.98,2.6,3.99,15.39,15.39,15.39,4.27,5.58,5.23,5.6,15.39,2.98,2.23,5.26,5.23,2.98
2008-11-01,5.34,5.52,5.59,5.6,5.49,5.26,6.72,5.41,3.96,4.97,4.81,5.21,4.88,4.3,2.99,2.99,2.58,4.97,4.81,6.13,6.13,6.5,2.21,4.26,5.25,15.36,5.25,4.88,4.88,4.88,6.5,4.26,5.25,4.97,5.14,5.14,4.26,5.14,4.3,2.21,4.97,5.34,4.84,5.25,3.96,5.25,2.99,15.36,5.59,2.58,2.99,4.3,5.39,5.52,5.52,5.26,4.78,6.5,2.99,2.99,2.99,2.58,3.96,15.36,15.36,15.36,4.26,5.52,5.21,5.59,15.36,2.99,2.21,5.25,5.21,2.99
2008-12-01,5.3,5.52,5.56,5.61,5.47,5.24,6.7,5.39,3.95,4.92,4.75,5.23,4.86,4.3,2.98,2.98,2.57,4.92,4.75,6.11,6.11,6.48,2.2,4.24,5.24,15.36,5.24,4.86,4.86,4.86,6.48,4.24,5.24,4.92,5.11,5.11,4.24,5.11,4.3,2.2,4.92,5.3,4.79,5.24,3.95,5.24,2.98,15.36,5.56,2.57,2.98,4.3,5.37,5.47,5.47,5.24,4.75,6.48,2.98,2.98,2.98,2.57,3.95,15.36,15.36,15.36,4.24,5.52,5.23,5.56,15.36,2.98,2.2,5.24,5.23,2.98
2009-01-01,5.27,5.51,5.54,5.61,5.45,5.22,6.69,5.37,3.94,4.88,4.73,5.21,4.84,4.3,2.99,2.99,2.63,4.88,4.73,6.1,6.1,6.49,2.3,4.23,5.24,15.26,5.24,4.84,4.84,4.84,6.49,4.23,5.24,4.88,5.09,5.09,4.23,5.09,4.3,2.3,4.88,5.27,4.78,5.24,3.94,5.24,2.99,15.26,5.54,2.63,2.99,4.3,5.31,5.45,5.45,5.22,4.74,6.49,2.99,2.99,2.99,2.63,3.94,15.26,15.26,15.26,4.23,5.51,5.21,5.54,15.26,2.99,2.3,5.24,5.21,2.99
2009-02-01,7.85,7.49,8.37,6.97,7.56,8.29,8.19,7.75,4.71,6.91,6.08,7.87,7.57,5.4,4.81,4.81,3.49,6.91,6.08,8.34,8.34,8.69,3.89,7.24,8.35,12.91,8.35,7.57,7.57,7.57,8.69,7.24,8.35,6.91,6.98,6.98,7.24,6.98,5.4,3.89,6.91,7.85,6.33,8.35,4.71,8.35,4.81,12.91,8.37,3.49,4.81,5.4,7.02,8.73,8.73,8.29,6.62,8.69,4.81,4.81,4.81,3.49,4.71,12.91,12.91,12.91,7.24,7.49,7.87,8.37,12.91,4.81,3.89,8.35,7.87,4.81
2009-03-01,7.3,6.9,7.62,7.08,7.14,6.94,7.81,7.1,4.53,6.41,5.44,8.19,6.93,5.26,4.51,4.51,3.4,6.41,5.44,8.11,8.11,8.34,3.63,7.16,8.35,12.73,8.35,6.93,6.93,6.93,8.34,7.16,8.35,6.41,6.45,6.45,7.16,6.45,5.26,3.63,6.41,7.3,5.63,8.35,4.53,8.35,4.51,12.73,7.62,3.4,4.51,5.26,7.17,7.79,7.79,6.94,5.96,8.34,4.51,4.51,4.51,3.4,4.53,12.73,12.73,12.73,7.16,6.9,8.19,7.62,12.73,4.51,3.63,8.35,8.19,4.51
2009-04-01,7.29,6.88,7.76,7.12,7.15,6.86,7.8,7.06,4.54,6.36,5.61,7.94,7.01,6.81,4.67,4.67,3.37,6.36,5.61,7.99,7.99,8.82,3.61,7.08,8.32,12.68,8.32,7.01,7.01,7.01,8.82,7.08,8.32,6.36,6.49,6.49,7.08,6.49,6.81,3.61,6.36,7.29,5.83,8.32,4.54,8.32,4.67,12.68,7.76,3.37,4.67,6.81,7.49,7.94,7.94,6.86,6.11,8.82,4.67,4.67,4.67,3.37,4.54,12.68,12.68,12.68,7.08,6.88,7.94,7.76,12.68,4.67,3.61,8.32,7.94,4.67
2009-05-01,7.21,6.91,7.67,7.54,7.11,6.82,6.42,7.03,4.52,6.28,5.5,8.16,6.95,6.09,4.58,4.58,3.36,6.28,5.5,7.94,7.94,8.75,3.57,7.02,8.3,12.68,8.3,6.95,6.95,6.95,8.75,7.02,8.3,6.28,6.43,6.43,7.02,6.43,6.09,3.57,6.28,7.21,5.72,8.3,4.52,8.3,4.58,12.68,7.67,3.36,4.58,6.09,7.35,7.81,7.81,6.82,6.03,8.75,4.58,4.58,4.58,3.36,4.52,12.68,12.68,12.68,7.02,6.91,8.16,7.67,12.68,4.58,3.57,8.3,8.16,4.58
2009-06-01,7.17,6.9,7.64,7.33,7.07,6.8,6.66,7.0,4.51,6.23,5.51,10.1,6.92,6.29,4.63,4.63,3.35,6.23,5.51,7.92,7.92,8.81,3.54,6.97,4.45,8.69,4.45,6.92,6.92,6.92,8.81,6.97,4.45,6.23,6.4,6.4,6.97,6.4,6.29,3.54,6.23,7.17,5.73,4.45,4.51,4.45,4.63,8.69,7.64,3.35,4.63,6.29,6.97,7.77,7.77,6.8,6.02,8.81,4.63,4.63,4.63,3.35,4.51,8.69,8.69,8.69,6.97,6.9,10.1,7.64,8.69,4.63,3.54,4.45,10.1,4.63
2009-07-01,7.14,6.9,7.61,7.81,7.05,6.79,6.66,6.98,4.5,6.19,5.48,10.11,6.89,6.27,4.6,4.6,3.35,6.19,5.48,7.92,7.92,8.76,3.52,6.93,6.65,7.23,6.65,6.89,6.89,6.89,8.76,6.93,6.65,6.19,6.37,6.37,6.93,6.37,6.27,3.52,6.19,7.14,5.69,6.65,4.5,6.65,4.6,7.23,7.61,3.35,4.6,6.27,6.9,7.73,7.73,6.79,6.0,8.76,4.6,4.6,4.6,3.35,4.5,7.23,7.23,7.23,6.93,6.9,10.11,7.61,7.23,4.6,3.52,6.65,10.11,4.6
2009-08-01,7.65,7.36,7.91,7.59,7.4,7.45,6.91,7.44,4.28,6.46,5.28,8.21,7.78,5.71,4.76,4.76,3.47,6.46,5.28,8.18,8.18,9.21,3.81,7.71,11.42,8.2,11.42,7.78,7.78,7.78,9.21,7.71,11.42,6.46,6.63,6.63,7.71,6.63,5.71,3.81,6.46,7.65,5.67,11.42,4.28,11.42,4.76,8.2,7.91,3.47,4.76,5.71,7.56,8.28,8.28,7.45,6.39,9.21,4.76,4.76,4.76,3.47,4.28,8.2,8.2,8.2,7.71,7.36,8.21,7.91,8.2,4.76,3.81,11.42,8.21,4.76
2009-09-01,8.46,8.06,8.65,8.39,8.05,8.32,7.42,8.18,4.56,6.58,5.15,11.69,8.98,5.06,4.97,4.97,3.66,6.58,5.15,8.75,8.75,9.94,4.32,9.22,12.5,10.97,12.5,8.98,8.98,8.98,9.94,9.22,12.5,6.58,6.95,6.95,9.22,6.95,5.06,4.32,6.58,8.46,5.61,12.5,4.56,12.5,4.97,10.97,8.65,3.66,4.97,5.06,8.48,9.36,9.36,8.32,6.75,9.94,4.97,4.97,4.97,3.66,4.56,10.97,10.97,10.97,9.22,8.06,11.69,8.65,10.97,4.97,4.32,12.5,11.69,4.97
2009-10-01,8.22,7.82,8.4,8.44,7.9,7.81,7.29,7.94,4.5,6.52,5.2,11.87,8.64,4.81,4.96,4.96,3.64,6.52,5.2,8.68,8.68,9.88,4.21,9.13,12.86,7.32,12.86,8.64,8.64,8.64,9.88,9.13,12.86,6.52,6.85,6.85,9.13,6.85,4.81,4.21,6.52,8.22,5.61,12.86,4.5,12.86,4.96,7.32,8.4,3.64,4.96,4.81,8.33,8.95,8.95,7.81,6.61,9.88,4.96,4.96,4.96,3.64,4.5,7.32,7.32,7.32,9.13,7.82,11.87,8.4,7.32,4.96,4.21,12.86,11.87,4.96
2009-11-01,8.2,7.82,8.42,8.46,7.89,7.78,7.29,7.92,4.5,6.5,5.18,9.9,8.66,4.14,4.13,4.13,3.63,6.5,5.18,8.65,8.65,9.99,4.19,9.06,12.8,8.24,12.8,8.66,8.66,8.66,9.99,9.06,12.8,6.5,6.84,6.84,9.06,6.84,4.14,4.19,6.5,8.2,5.6,12.8,4.5,12.8,4.13,8.24,8.42,3.63,4.13,4.14,8.25,8.99,8.99,7.78,6.62,9.99,4.13,4.13,4.13,3.63,4.5,8.24,8.24,8.24,9.06,7.82,9.9,8.42,8.24,4.13,4.19,12.8,9.9,4.13
2009-12-01,8.16,7.82,8.38,8.46,7.86,7.76,7.28,7.9,4.49,6.48,5.19,9.37,8.6,5.79,4.2,4.2,3.63,6.48,5.19,8.64,8.64,9.95,4.16,9.0,12.73,8.43,12.73,8.6,8.6,8.6,9.95,9.0,12.73,6.48,6.81,6.81,9.0,6.81,5.79,4.16,6.48,8.16,5.6,12.73,4.49,12.73,4.2,8.43,8.38,3.63,4.2,5.79,8.27,8.92,8.92,7.76,6.6,9.95,4.2,4.2,4.2,3.63,4.49,8.43,8.43,8.43,9.0,7.82,9.37,8.38,8.43,4.2,4.16,12.73,9.37,4.2
2010-01-01,8.13,7.82,8.36,8.47,7.84,7.75,7.27,7.88,4.49,6.46,5.19,9.6,8.57,8.68,4.72,4.72,3.63,6.46,5.19,8.63,8.63,9.95,4.14,8.95,11.56,6.48,11.56,8.57,8.57,8.57,9.95,8.95,11.56,6.46,6.8,6.8,8.95,6.8,8.68,4.14,6.46,8.13,5.59,11.56,4.49,11.56,4.72,6.48,8.36,3.63,4.72,8.68,8.28,8.89,8.89,7.75,6.58,9.95,4.72,4.72,4.72,3.63,4.49,6.48,6.48,6.48,8.95,7.82,9.6,8.36,6.48,4.72,4.14,11.56,9.6,4.72
2010-02-01,8.12,7.82,8.34,8.47,7.82,7.75,7.27,7.86,4.48,6.45,5.19,10.38,8.55,6.12,4.13,4.13,3.63,6.45,5.19,8.63,8.63,9.91,4.13,8.91,10.41,8.68,10.41,8.55,8.55,8.55,9.91,8.91,10.41,6.45,6.78,6.78,8.91,6.78,6.12,4.13,6.45,8.12,5.58,10.41,4.48,10.41,4.13,8.68,8.34,3.63,4.13,6.12,8.2,8.86,8.86,7.75,6.57,9.91,4.13,4.13,4.13,3.63,4.48,8.68,8.68,8.68,8.91,7.82,10.38,8.34,8.68,4.13,4.13,10.41,10.38,4.13
2010-03-01,8.1,7.82,8.32,10.27,7.81,7.75,7.26,7.84,4.48,6.45,5.19,10.42,8.52,5.44,4.2,4.2,3.63,6.45,5.19,8.63,8.63,9.89,4.11,8.87,10.39,9.32,10.39,8.52,8.52,8.52,9.89,8.87,10.39,6.45,6.77,6.77,8.87,6.77,5.44,4.11,6.45,8.1,5.58,10.39,4.48,10.39,4.2,9.32,8.32,3.63,4.2,5.44,8.12,8.85,8.85,7.75,6.55,9.89,4.2,4.2,4.2,3.63,4.48,9.32,9.32,9.32,8.87,7.82,10.42,8.32,9.32,4.2,4.11,10.39,10.42,4.2
2010-04-01,8.09,7.82,8.31,10.38,7.79,7.74,7.25,7.83,4.47,6.44,5.19,10.8,8.5,4.65,4.38,4.38,3.63,6.44,5.19,8.63,8.63,9.86,4.1,8.85,10.36,8.77,10.36,8.5,8.5,8.5,9.86,8.85,10.36,6.44,6.76,6.76,8.85,6.76,4.65,4.1,6.44,8.09,5.58,10.36,4.47,10.36,4.38,8.77,8.31,3.63,4.38,4.65,8.12,8.83,8.83,7.74,6.54,9.86,4.38,4.38,4.38,3.63,4.47,8.77,8.77,8.77,8.85,7.82,10.8,8.31,8.77,4.38,4.1,10.36,10.8,4.38
2010-05-01,8.09,7.82,8.3,8.48,7.78,7.74,7.25,7.82,4.47,6.44,5.19,10.45,8.49,5.28,4.48,4.48,3.63,6.44,5.19,8.63,8.63,9.83,4.09,8.82,10.34,8.42,10.34,8.49,8.49,8.49,9.83,8.82,10.34,6.44,6.75,6.75,8.82,6.75,5.28,4.09,6.44,8.09,5.57,10.34,4.47,10.34,4.48,8.42,8.3,3.63,4.48,5.28,8.15,8.82,8.82,7.74,6.53,9.83,4.48,4.48,4.48,3.63,4.47,8.42,8.42,8.42,8.82,7.82,10.45,8.3,8.42,4.48,4.09,10.34,10.45,4.48
2010-06-01,8.08,7.82,8.29,8.42,7.77,7.74,7.25,7.81,4.47,6.44,5.19,10.36,8.47,6.37,4.73,4.73,3.63,6.44,5.19,8.63,8.63,9.81,4.09,8.8,10.32,8.59,10.32,8.47,8.47,8.47,9.81,8.8,10.32,6.44,6.75,6.75,8.8,6.75,6.37,4.09,6.44,8.08,5.57,10.32,4.47,10.32,4.73,8.59,8.29,3.63,4.73,6.37,8.12,8.82,8.82,7.74,6.52,9.81,4.73,4.73,4.73,3.63,4.47,8.59,8.59,8.59,8.8,7.82,10.36,8.29,8.59,4.73,4.09,10.32,10.36,4.73
2010-07-01,8.08,7.82,8.28,8.39,7.76,7.74,7.24,7.8,4.46,6.44,5.19,10.44,8.46,5.7,4.77,4.77,3.63,6.44,5.19,8.63,8.63,9.79,4.08,8.79,10.3,8.86,10.3,8.46,8.46,8.46,9.79,8.79,10.3,6.44,6.74,6.74,8.79,6.74,5.7,4.08,6.44,8.08,5.57,10.3,4.46,10.3,4.77,8.86,8.28,3.63,4.77,5.7,8.07,8.81,8.81,7.74,6.51,9.79,4.77,4.77,4.77,3.63,4.46,8.86,8.86,8.86,8.79,7.82,10.44,8.28,8.86,4.77,4.08,10.3,10.44,4.77
