DATES,Abiemnhom,Abyei Region,Akobo,Aweil Centre,Aweil East,Aweil North,Aweil South,Aweil West,Awerial,Ayod,Baliet,Bor South,Budi,Canal-Pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta East,Kapoeta North,Kapoeta South,Koch,Lafon,Lainya,Leer,Longochuk,Maban,Magwi,Maiwut,Malakal,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri East,Mundri West,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Rubkona,Rumbek Centre,Rumbek East,Rumbek North,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic East,Uror,Wau,Wulu,Yambio,Yei,Yirol East,Yirol West
2017-10-01,293.95,275.42,298.12,263.86,312.9,298.79,314.85,313.0,250.88,311.63,337.69,285.54,264.32,346.78,199.71,199.71,182.42,311.63,337.69,303.33,303.33,256.5,268.41,178.68,273.06,400.0,273.06,264.32,264.32,264.32,256.5,178.68,273.06,311.63,348.9,348.9,178.68,348.9,346.78,268.41,311.63,293.95,307.73,273.06,250.88,273.06,199.71,400.0,298.12,182.42,199.71,346.78,167.59,244.47,244.47,298.79,359.83,256.5,199.71,199.71,199.71,182.42,250.88,400.0,400.0,400.0,178.68,275.42,285.54,298.12,400.0,199.71,268.41,273.06,285.54,199.71
2017-11-01,283.08,273.42,292.48,257.06,304.18,287.27,305.17,302.15,262.83,298.28,336.92,249.04,258.55,338.33,209.74,209.74,208.78,298.28,336.92,290.81,290.81,261.35,258.68,159.25,293.12,359.07,293.12,258.55,258.55,258.55,261.35,159.25,293.12,298.28,335.79,335.79,159.25,335.79,338.33,258.68,298.28,283.08,307.55,293.12,262.83,293.12,209.74,359.07,292.48,208.78,209.74,338.33,149.55,240.73,240.73,287.27,354.17,261.35,209.74,209.74,209.74,208.78,262.83,359.07,359.07,359.07,159.25,273.42,249.04,292.48,359.07,209.74,258.68,293.12,249.04,209.74
2017-12-01,298.27,294.94,307.66,272.03,317.13,310.9,316.69,318.15,267.91,312.48,356.91,267.6,269.87,355.07,197.0,197.0,207.55,312.48,356.91,335.41,335.41,267.93,267.68,164.55,248.8,437.58,248.8,269.87,269.87,269.87,267.93,164.55,248.8,312.48,355.32,355.32,164.55,355.32,355.07,267.68,312.48,298.27,325.54,248.8,267.91,248.8,197.0,437.58,307.66,207.55,197.0,355.07,127.89,252.78,252.78,310.9,374.87,267.93,197.0,197.0,197.0,207.55,267.91,437.58,437.58,437.58,164.55,294.94,267.6,307.66,437.58,197.0,267.68,248.8,267.6,197.0
2018-01-01,311.14,290.41,318.53,350.08,328.4,324.42,338.27,330.31,264.67,324.09,369.19,298.91,279.18,366.97,320.45,320.45,207.1,324.09,369.19,306.48,306.48,149.4,275.53,163.9,248.9,455.44,248.9,279.18,279.18,279.18,149.4,163.9,248.9,324.09,369.0,369.0,163.9,369.0,366.97,275.53,324.09,311.14,337.17,248.9,264.67,248.9,320.45,455.44,318.53,207.1,320.45,366.97,115.6,262.21,262.21,324.42,390.88,149.4,320.45,320.45,320.45,207.1,264.67,455.44,455.44,455.44,163.9,290.41,298.91,318.53,455.44,320.45,275.53,248.9,298.91,320.45
2018-02-01,351.06,318.83,346.88,408.35,352.57,355.29,364.11,356.54,285.01,350.69,400.34,323.52,308.19,384.71,418.38,418.38,256.74,350.69,400.34,318.14,318.14,275.51,298.71,178.73,246.85,469.27,246.85,308.19,308.19,308.19,275.51,178.73,246.85,350.69,410.42,410.42,178.73,410.42,384.71,298.71,350.69,351.06,363.81,246.85,285.01,246.85,418.38,469.27,346.88,256.74,418.38,384.71,120.07,283.28,283.28,355.29,443.52,275.51,418.38,418.38,418.38,256.74,285.01,469.27,469.27,469.27,178.73,318.83,323.52,346.88,469.27,418.38,298.71,246.85,323.52,418.38
2018-03-01,524.53,409.16,469.68,394.18,442.26,479.39,445.28,453.14,334.55,470.81,526.11,302.13,408.93,474.65,389.82,389.82,328.33,470.81,526.11,367.26,367.26,358.68,392.06,206.91,301.55,463.9,301.55,408.93,408.93,408.93,358.68,206.91,301.55,470.81,588.57,588.57,206.91,588.57,474.65,392.06,470.81,524.53,499.94,301.55,334.55,301.55,389.82,463.9,469.68,328.33,389.82,474.65,254.27,354.81,354.81,479.39,687.85,358.68,389.82,389.82,389.82,328.33,334.55,463.9,463.9,463.9,206.91,409.16,302.13,469.68,463.9,389.82,392.06,301.55,302.13,389.82
2018-04-01,504.38,390.53,443.45,415.82,434.43,431.66,434.72,437.37,384.32,455.15,488.62,320.72,391.6,684.72,466.39,466.39,426.4,455.15,488.62,370.11,370.11,489.55,382.91,270.22,361.29,265.12,361.29,391.6,391.6,391.6,489.55,270.22,361.29,455.15,556.76,556.76,270.22,556.76,684.72,382.91,455.15,504.38,457.94,361.29,384.32,361.29,466.39,265.12,443.45,426.4,466.39,684.72,419.2,340.1,340.1,431.66,632.22,489.55,466.39,466.39,466.39,426.4,384.32,265.12,265.12,265.12,270.22,390.53,320.72,443.45,265.12,466.39,382.91,361.29,320.72,466.39
2018-05-01,542.52,453.28,505.17,436.63,479.84,487.94,479.87,486.12,460.68,513.67,586.44,304.57,424.54,544.63,452.79,452.79,414.81,513.67,586.44,417.5,417.5,476.94,397.44,219.14,373.1,454.53,373.1,424.54,424.54,424.54,476.94,219.14,373.1,513.67,608.56,608.56,219.14,608.56,544.63,397.44,513.67,542.52,553.65,373.1,460.68,373.1,452.79,454.53,505.17,414.81,452.79,544.63,556.26,393.75,393.75,487.94,704.12,476.94,452.79,452.79,452.79,414.81,460.68,454.53,454.53,454.53,219.14,453.28,304.57,505.17,454.53,452.79,397.44,373.1,304.57,452.79
2018-06-01,782.72,584.11,703.29,459.5,594.83,641.46,572.36,597.39,410.0,757.67,896.75,318.61,597.68,870.46,484.39,484.39,337.21,757.67,896.75,512.84,512.84,704.15,627.83,258.46,424.15,451.83,424.15,597.68,597.68,597.68,704.15,258.46,424.15,757.67,1069.81,1069.81,258.46,1069.81,870.46,627.83,757.67,782.72,842.96,424.15,410.0,424.15,484.39,451.83,703.29,337.21,484.39,870.46,671.34,484.14,484.14,641.46,1254.11,704.15,484.39,484.39,484.39,337.21,410.0,451.83,451.83,451.83,258.46,584.11,318.61,703.29,451.83,484.39,627.83,424.15,318.61,484.39
2018-07-01,764.55,559.62,660.28,516.28,583.82,574.47,588.21,593.1,428.71,733.94,802.65,306.39,588.53,818.06,465.02,465.02,262.4,733.94,802.65,516.17,516.17,736.67,616.01,319.46,488.82,486.2,488.82,588.53,588.53,588.53,736.67,319.46,488.82,733.94,666.8,666.8,319.46,666.8,818.06,616.01,733.94,764.55,732.36,488.82,428.71,488.82,465.02,486.2,660.28,262.4,465.02,818.06,898.5,466.02,466.02,574.47,1159.03,736.67,465.02,465.02,465.02,262.4,428.71,486.2,486.2,486.2,319.46,559.62,306.39,660.28,486.2,465.02,616.01,488.82,306.39,465.02
2018-08-01,449.42,357.68,459.55,472.32,401.17,339.27,399.16,383.47,412.54,405.71,417.07,299.83,355.53,454.76,457.57,457.57,337.5,405.71,417.07,346.07,346.07,494.76,345.07,291.43,537.57,518.07,537.57,355.53,355.53,355.53,494.76,291.43,537.57,405.71,592.03,592.03,291.43,592.03,454.76,345.07,405.71,449.42,397.82,537.57,412.54,537.57,457.57,518.07,459.55,337.5,457.57,454.76,673.47,300.43,300.43,339.27,705.01,494.76,457.57,457.57,457.57,337.5,412.54,518.07,518.07,518.07,291.43,357.68,299.83,459.55,518.07,457.57,345.07,537.57,299.83,457.57
2018-09-01,367.63,330.33,342.73,435.75,355.65,320.02,366.09,348.22,421.57,358.05,406.04,207.52,312.77,427.91,428.69,428.69,339.19,358.05,406.04,335.49,335.49,482.52,300.63,211.06,478.18,522.01,478.18,312.77,312.77,312.77,482.52,211.06,478.18,358.05,473.8,473.8,211.06,473.8,427.91,300.63,358.05,367.63,382.13,478.18,421.57,478.18,428.69,522.01,342.73,339.19,428.69,427.91,669.05,274.81,274.81,320.02,457.24,482.52,428.69,428.69,428.69,339.19,421.57,522.01,522.01,522.01,211.06,330.33,207.52,342.73,522.01,428.69,300.63,478.18,207.52,428.69
2018-10-01,372.51,340.58,358.09,457.75,356.99,347.23,370.44,356.42,416.95,360.7,402.8,208.53,312.97,403.85,417.75,417.75,293.58,360.7,402.8,332.09,332.09,451.45,301.86,183.98,365.1,522.9,365.1,312.97,312.97,312.97,451.45,183.98,365.1,360.7,403.19,403.19,183.98,403.19,403.85,301.86,360.7,372.51,378.28,365.1,416.95,365.1,417.75,522.9,358.09,293.58,417.75,403.85,625.1,278.39,278.39,347.23,476.97,451.45,417.75,417.75,417.75,293.58,416.95,522.9,522.9,522.9,183.98,340.58,208.53,358.09,522.9,417.75,301.86,365.1,208.53,417.75
2018-11-01,370.27,340.78,350.98,360.24,355.08,351.29,368.56,356.03,372.45,352.53,404.82,207.61,310.39,424.49,264.3,264.3,257.37,352.53,404.82,331.83,331.83,427.2,297.88,202.08,255.3,522.46,255.3,310.39,310.39,310.39,427.2,202.08,255.3,352.53,413.92,413.92,202.08,413.92,424.49,297.88,352.53,370.27,378.84,255.3,372.45,255.3,264.3,522.46,350.98,257.37,264.3,424.49,628.99,279.14,279.14,351.29,465.32,427.2,264.3,264.3,264.3,257.37,372.45,522.46,522.46,522.46,202.08,340.78,207.61,350.98,522.46,264.3,297.88,255.3,207.61,264.3
2018-12-01,439.09,373.87,394.74,407.61,388.98,404.45,396.62,393.39,337.28,400.57,449.04,221.88,348.75,439.51,416.85,416.85,218.15,400.57,449.04,353.6,353.6,449.19,331.32,206.64,301.7,522.91,301.7,348.75,348.75,348.75,449.19,206.64,301.7,400.57,470.7,470.7,206.64,470.7,439.51,331.32,400.57,439.09,421.81,301.7,337.28,301.7,416.85,522.91,394.74,218.15,416.85,439.51,535.1,307.63,307.63,404.45,549.56,449.19,416.85,416.85,416.85,218.15,337.28,522.91,522.91,522.91,206.64,373.87,221.88,394.74,522.91,416.85,331.32,301.7,221.88,416.85
2019-01-01,494.47,400.47,432.36,421.83,421.69,439.96,431.44,427.03,305.91,436.44,484.61,223.84,383.24,402.94,519.0,519.0,202.65,436.44,484.61,366.91,366.91,358.53,366.44,201.68,260.43,522.68,260.43,383.24,383.24,383.24,358.53,201.68,260.43,436.44,527.37,527.37,201.68,527.37,402.94,366.44,436.44,494.47,454.62,260.43,305.91,260.43,519.0,522.68,432.36,202.65,519.0,402.94,482.02,335.44,335.44,439.96,617.14,358.53,519.0,519.0,519.0,202.65,305.91,522.68,522.68,522.68,201.68,400.47,223.84,432.36,522.68,519.0,366.44,260.43,223.84,519.0
